id_cliente,nome,cognome,email,telefono,indirizzo,città,CAP,paese,data_registrazione
390,Flavia,Cesaroni,flavia.cesaroni@fastwebnet.it,7951330531,Canale Monduzzi 6 Piano 8,Sesto Massimiliano calabro,72773,Italia,2025-01-11
391,Ilaria,Donati,ilaria.donati@gmail.com,6091785138,Canale Schicchi 299 Appartamento 95,Prada a mare,87368,Italia,2023-04-30
392,Nicolò,Castioni,nicolò.castioni@tim.it,3319422686,Rotonda Camuccini 5 Piano 3,Taliani nell'emilia,72264,Italia,2022-10-13
393,Vito,Montessori,vito.montessori@outlook.com,1696663093,Piazza Modiano 3,Settimo Elena,15096,Italia,2025-02-11
394,Tullio,Ferragni,tullio.ferragni@alice.it,5327352410,Canale Chiara 32 Piano 8,Settimo Romina calabro,37100,Italia,2025-09-01
395,Giorgia,Pisano,giorgia.pisano@hotmail.com,6164819807,Rotonda Pasqual 8 Piano 6,San Ennio salentino,25652,Italia,2023-10-20
396,Natalia,Soprano,natalia.soprano@virgilio.it,1517734547,Via Enrico 4 Appartamento 35,Laura salentino,29477,Italia,2025-08-18
397,Lando,Costalonga,lando.costalonga@tin.it,9464303942,Viale Donati 29 Piano 8,Nicolò nell'emilia,87276,Italia,2022-10-30
398,Gemma,Boccioni,gemma.boccioni@poste.it,4332491357,Rotonda Gabriella 615,Sesto Angelica umbro,07983,Italia,2023-10-23
399,Girolamo,Fagotto,girolamo.fagotto@tiscali.it,7209484131,Borgo Gioachino 9,Scarlatti lido,51371,Italia,2024-08-24
400,Bruno,Silvestri,bruno.silvestri@virgilio.it,8939749096,Contrada Margherita 94 Piano 2,Tonino nell'emilia,44835,Italia,2023-12-09
401,Giovanna,Zamorani,giovanna.zamorani@hotmail.com,7127058772,Viale Massimo 8 Appartamento 31,Borgo Livio,58714,Italia,2025-05-11
402,Giacobbe,Costalonga,giacobbe.costalonga@poste.it,3622925879,Contrada Pagliaro 455 Piano 7,Pietro laziale,60606,Italia,2024-04-09
403,Fabia,Cilibrasi,fabia.cilibrasi@outlook.com,0334450566,Vicolo Tiziano 41,Borgo Ernesto calabro,97067,Italia,2023-10-31
404,Hugo,Panicucci,hugo.panicucci@libero.it,0548574172,Vicolo Leonardo 3,Quarto Gioele calabro,88402,Italia,2023-01-21
405,Susanna,Mazzini,susanna.mazzini@gmail.com,3257375534,Canale Piergiorgio 67,Settimo Atenulf umbro,09608,Italia,2024-02-28
406,Monica,Vasari,monica.vasari@live.com,9511918182,Strada Marisa 6 Piano 7,Corcos terme,12957,Italia,2025-01-04
407,Melina,Righi,melina.righi@libero.it,9409600356,Canale Filogamo 5 Appartamento 32,Sesto Filippo,08902,Italia,2025-01-23
408,Maurilio,Bompiani,maurilio.bompiani@poste.it,3334264335,Piazza Ruggeri 3,Bembo nell'emilia,63369,Italia,2023-04-19
409,Carmelo,Dulbecco,carmelo.dulbecco@hotmail.com,2317955633,Stretto Cardano 00 Piano 6,Calgari calabro,41643,Italia,2025-10-01
410,Calcedonio,Pellico,calcedonio.pellico@live.com,4502329028,Vicolo Nina 459,Cristoforetti veneto,28225,Italia,2023-03-26
411,Michela,Cutuli,michela.cutuli@libero.it,3465495005,Piazza Vattimo 98,Borgo Ciro,53161,Italia,2023-03-31
412,Salvi,Scarpa,salvi.scarpa@gmail.com,2904774258,Vicolo Ferrazzi 382 Appartamento 31,Quarto Ignazio laziale,33424,Italia,2024-03-01
413,Jolanda,Scamarcio,jolanda.scamarcio@yahoo.com,2565290603,Via Paride 09,Sordi calabro,96737,Italia,2025-05-30
414,Giuseppe,Verga,giuseppe.verga@outlook.com,4855245787,Rotonda Pompeo 0 Appartamento 13,Capuana lido,25476,Italia,2025-02-13
415,Bruno,Tiepolo,bruno.tiepolo@alice.it,8323035892,Stretto Giammusso 8,Sesto Ermes,29328,Italia,2025-05-12
416,Pietro,Finzi,pietro.finzi@fastwebnet.it,6468677524,Vicolo Carolina 062 Appartamento 72,Quarto Michela,66933,Italia,2024-04-04
417,Benedetto,Gemito,benedetto.gemito@fastwebnet.it,6192372450,Borgo Roncalli 18,Cortese lido,40641,Italia,2025-06-07
418,Rosario,Redi,rosario.redi@yahoo.com,7438119953,Contrada Rosaria 4,Eugenia umbro,64510,Italia,2023-03-14
419,Laura,Spanevello,laura.spanevello@tiscali.it,3964178996,Vicolo Rosa 1,San Marina del friuli,99660,Italia,2024-03-30
420,Fabrizia,Rossellini,fabrizia.rossellini@outlook.com,6603920514,Canale Muratori 34 Piano 0,Roman sardo,23885,Italia,2024-06-22
421,Marcella,Navarria,marcella.navarria@alice.it,1559835411,Incrocio Gaspare 75 Piano 7,Margherita ligure,50139,Italia,2024-02-02
422,Tonino,Zaguri,tonino.zaguri@vodafone.it,6913119642,Incrocio Coluccio 4 Appartamento 53,Barzini del friuli,40733,Italia,2023-10-24
423,Teresa,Gelli,teresa.gelli@outlook.com,2043097768,Stretto Beatrice 96 Piano 5,Puccio calabro,35851,Italia,2025-09-18
424,Donato,Migliaccio,donato.migliaccio@tiscali.it,1878519358,Vicolo Romiti 96,Borgo Alessio umbro,80572,Italia,2023-01-15
425,Giuliana,Nolcini,giuliana.nolcini@libero.it,9409762637,Vicolo Nedda 6 Appartamento 89,Sophia a mare,59119,Italia,2023-01-14
426,Virgilio,Porcellato,virgilio.porcellato@alice.it,3922071511,Viale Cicilia 21 Piano 5,Quarto Tiziana,71246,Italia,2023-08-15
427,Gianluigi,Nicolucci,gianluigi.nicolucci@libero.it,7184090805,Rotonda Oreste 09,Sole lido,39728,Italia,2023-09-12
428,Matteo,Cagnin,matteo.cagnin@tin.it,9272827090,Rotonda Giuliana 982 Appartamento 73,Settimo Martino,86718,Italia,2023-01-17
429,Martino,Gozzi,martino.gozzi@gmail.com,3736050791,Contrada Ludovico 734 Piano 6,Paolucci lido,07158,Italia,2024-10-29
430,Cristina,Pellegrini,cristina.pellegrini@vodafone.it,4080314998,Contrada Orlando 580,Tomasini umbro,85031,Italia,2024-09-17
431,Flavio,Gangemi,flavio.gangemi@poste.it,3739900631,Incrocio Ramona 560 Appartamento 29,Settimo Gemma,69434,Italia,2024-07-04
432,Graziella,Alonzi,graziella.alonzi@gmail.com,6437490607,Via Zaira 12,Fabio sardo,64844,Italia,2025-03-11
433,Giulio,Canova,giulio.canova@tim.it,3187328077,Via Brancaccio 1,Quarto Dina,72790,Italia,2025-08-02
434,Tiziano,Fattori,tiziano.fattori@virgilio.it,0902542573,Stretto Boccaccio 235,Asmundo nell'emilia,39848,Italia,2023-06-15
435,Emilio,Verri,emilio.verri@poste.it,1168809255,Incrocio Adamo 0,Zola lido,09810,Italia,2025-07-11
436,Priscilla,Simeoni,priscilla.simeoni@yahoo.com,4967379457,Via Ivan 2 Piano 4,Sesto Loretta,64207,Italia,2024-07-06
437,Jolanda,Vendetti,jolanda.vendetti@tiscali.it,2536667776,Via Turati 333 Appartamento 95,Vespa veneto,43627,Italia,2023-03-25
438,Alessandra,Samele,alessandra.samele@vodafone.it,0335826862,Contrada Lucrezia 9 Appartamento 69,Borgo Piergiorgio,73275,Italia,2025-05-13
439,Mariana,Turchetta,mariana.turchetta@libero.it,1100051553,Vicolo Mennea 7,Morgagni sardo,44182,Italia,2023-06-01
440,Ettore,Prada,ettore.prada@tim.it,2887431271,Viale Donatoni 957 Appartamento 70,Zito calabro,15122,Italia,2025-06-03
441,Leonardo,Pertile,leonardo.pertile@tin.it,3541597099,Stretto Hugo 0 Piano 5,San Federica,44765,Italia,2022-12-09
442,Guarino,Satta,guarino.satta@libero.it,8029090463,Incrocio Morabito 86,Morucci ligure,48374,Italia,2023-11-26
443,Bruno,Salgari,bruno.salgari@libero.it,8102131251,Piazza Lidia 591,Settimo Elena,51910,Italia,2025-10-05
444,Elladio,Filippelli,elladio.filippelli@libero.it,1106330165,Vicolo Fantozzi 49,Quarto Fiorino umbro,12342,Italia,2025-01-26
445,Aria,Fattori,aria.fattori@tim.it,3253269496,Rotonda Giusti 0 Piano 4,San Augusto,75096,Italia,2023-02-09
446,Gianna,Sabatini,gianna.sabatini@libero.it,5959194575,Rotonda Vergassola 3 Appartamento 92,Sesto Pierangelo nell'emilia,56777,Italia,2023-06-02
447,Elmo,Pavarotti,elmo.pavarotti@gmail.com,2562650622,Incrocio Sabatino 453,Quarto Ottone ligure,84337,Italia,2025-05-07
448,Lidia,Tarchetti,lidia.tarchetti@gmail.com,2705115794,Incrocio Silvestro 425 Piano 9,Castelli laziale,84552,Italia,2024-05-04
449,Annunziata,Sforza,annunziata.sforza@libero.it,7563353574,Via Ludovico 9 Appartamento 99,Borgo Severino,05816,Italia,2023-05-26
450,Eleanora,Migliaccio,eleanora.migliaccio@libero.it,7941763425,Rotonda Michele 7,Sesto Lucio,59833,Italia,2025-04-23
451,Claudia,Casellati,claudia.casellati@vodafone.it,3884366044,Canale Evangelista 15,Comisso nell'emilia,82975,Italia,2023-03-24
452,Guglielmo,Sanudo,guglielmo.sanudo@fastwebnet.it,9742925010,Rotonda Rita 6 Appartamento 65,Emanuelli calabro,45990,Italia,2024-12-10
453,Arsenio,Cherubini,arsenio.cherubini@live.com,1221823155,Viale Pasquale 0 Piano 6,Settimo Priscilla,37214,Italia,2023-09-26
454,Gino,Bertoni,gino.bertoni@hotmail.it,0370033228,Stretto Marina 70 Piano 8,San Galasso laziale,33970,Italia,2024-04-02
455,Iolanda,Bottigliero,iolanda.bottigliero@yahoo.com,8263280944,Borgo Margherita 4 Piano 3,Viridiana salentino,14707,Italia,2025-05-02
456,Fernanda,Torricelli,fernanda.torricelli@gmail.com,2106133943,Canale Elena 943 Appartamento 40,Borgo Sonia,37657,Italia,2024-06-06
457,Chiara,Deledda,chiara.deledda@live.com,8943191009,Viale Paruta 9,San Arnulfo,33651,Italia,2023-12-16
458,Piermaria,Argento,piermaria.argento@vodafone.it,1424731072,Vicolo Volterra 40,Bocca sardo,31660,Italia,2022-12-04
459,Stefano,Righi,stefano.righi@outlook.com,2090144734,Piazza Battisti 6,Giannelli sardo,45195,Italia,2024-09-15
460,Pina,Sermonti,pina.sermonti@hotmail.it,5588255629,Via Tagliafierro 8 Piano 5,Broggini laziale,25577,Italia,2025-01-22
461,Sophia,Dallara,sophia.dallara@libero.it,8295829236,Vicolo Adelmo 82,Sesto Severino,55868,Italia,2025-07-24
462,Pierina,Perozzo,pierina.perozzo@tiscali.it,6137230817,Contrada Forza 1,San Alderano,41321,Italia,2023-01-20
463,Giosuè,Samele,giosuè.samele@tim.it,5609456534,Canale Silvestro 755 Appartamento 47,Vasari lido,99570,Italia,2024-05-20
464,Angelo,Squarcione,angelo.squarcione@libero.it,4811317653,Stretto Salvini 961 Appartamento 29,Settimo Renzo lido,74968,Italia,2025-07-19
465,Lidia,Bellò,lidia.bellò@fastwebnet.it,8727420495,Viale Sebastiano 062,Battelli salentino,35973,Italia,2024-08-28
466,Ornella,Carriera,ornella.carriera@tim.it,2299077560,Viale Balotelli 68,Boitani lido,45768,Italia,2023-10-20
467,Teresa,Cibin,teresa.cibin@tim.it,2192378584,Stretto Annibale 324 Appartamento 60,Atenulf umbro,18498,Italia,2022-10-21
468,Leopoldo,Ciani,leopoldo.ciani@poste.it,7337773126,Stretto Ennio 781,Borgo Elena,53460,Italia,2024-08-08
469,Ansaldo,Michelangeli,ansaldo.michelangeli@gmail.com,3567932798,Strada Rinaldi 0 Piano 1,Borgo Martina terme,54647,Italia,2025-07-13
470,Ornella,Mortati,ornella.mortati@vodafone.it,4787698999,Rotonda Tuzzolino 9,Sesto Elisa salentino,49835,Italia,2024-02-23
471,Gino,Zichichi,gino.zichichi@virgilio.it,4358644963,Stretto Virgilio 37,San Lidia,33952,Italia,2025-07-09
472,Paloma,Tamburi,paloma.tamburi@gmail.com,6749785249,Piazza Boiardo 477 Piano 8,Filangieri salentino,67917,Italia,2024-08-17
473,Osvaldo,Mazzi,osvaldo.mazzi@tim.it,2150014188,Piazza Victoria 9 Appartamento 01,Eleanora sardo,46333,Italia,2025-05-25
474,Claudia,Interiano,claudia.interiano@hotmail.it,3208953263,Vicolo Lucia 4,Cattaneo lido,63379,Italia,2023-06-22
475,Victoria,Dovara,victoria.dovara@tiscali.it,1034699673,Viale Conti 6 Piano 0,Geronimo terme,68550,Italia,2024-11-21
476,Tonino,Pedrazzini,tonino.pedrazzini@outlook.com,5219626335,Borgo Parisi 7,Settimo Gioachino terme,70695,Italia,2024-04-18
477,Orazio,Aporti,orazio.aporti@live.com,7616453454,Piazza Orazio 03,Borgo Carmelo laziale,41847,Italia,2023-05-27
478,Lando,Civaschi,lando.civaschi@gmail.com,2364281319,Incrocio Detti 039 Appartamento 11,Paulina ligure,78522,Italia,2025-01-14
479,Flavio,Gozzano,flavio.gozzano@libero.it,2480880622,Vicolo Romana 94,Gozzano nell'emilia,13290,Italia,2023-01-20
480,Nicolò,Ciampi,nicolò.ciampi@libero.it,7876886878,Stretto Pistoletto 872 Appartamento 31,Rosaria salentino,96664,Italia,2024-05-10
481,Alfio,Medici,alfio.medici@live.com,0362792463,Viale Piane 75 Appartamento 72,Bergoglio del friuli,14505,Italia,2024-09-29
482,Orlando,Rismondo,orlando.rismondo@libero.it,5887071553,Via Lucrezia 8,Atenulf a mare,85076,Italia,2024-03-09
483,Nedda,Sbarbaro,nedda.sbarbaro@gmail.com,4508917768,Incrocio Marco 7,Emilio ligure,19646,Italia,2023-09-15
484,Ansaldo,Battisti,ansaldo.battisti@vodafone.it,2369362689,Piazza Giustino 7,Borgo Ruggero ligure,11759,Italia,2024-05-08
485,Serafina,Scotto,serafina.scotto@fastwebnet.it,5829849330,Viale Pirandello 944 Appartamento 28,Borgo Tiziana,72188,Italia,2024-04-23
486,Piergiuseppe,Piazzi,piergiuseppe.piazzi@gmail.com,4132971506,Piazza Montesano 14 Appartamento 77,Gabba veneto,34392,Italia,2024-03-13
487,Ermes,Molesini,ermes.molesini@yahoo.com,1111028671,Piazza Donato 55 Appartamento 02,Marco lido,91090,Italia,2023-08-02
488,Monica,Donati,monica.donati@gmail.com,1494981942,Canale Maura 8 Appartamento 79,Sesto Amedeo,52775,Italia,2024-12-06
489,Liberto,Magrassi,liberto.magrassi@gmail.com,3453372201,Viale Dino 145,Barbara del friuli,66189,Italia,2024-01-20
490,Jolanda,Foscari,jolanda.foscari@live.com,5263510046,Viale Chiaramonte 65 Appartamento 02,Pierluigi lido,52023,Italia,2024-12-12
491,Claudia,Taliercio,claudia.taliercio@fastwebnet.it,2600559550,Via Mariano 8,Virgilio veneto,60798,Italia,2024-01-01
492,Adele,Saraceno,adele.saraceno@libero.it,5069176799,Contrada Mantegazza 0,Settimo Giovanni,40830,Italia,2023-09-17
493,Pina,Salata,pina.salata@tiscali.it,0601488608,Stretto Fortunata 4 Appartamento 36,Federigo umbro,06153,Italia,2024-10-22
494,Alessandro,Calbo,alessandro.calbo@tin.it,2446263251,Via Tatiana 031,Ferdinando lido,51887,Italia,2024-12-09
495,Dario,Sollima,dario.sollima@tele2.it,1515263840,Rotonda Ernesto 8,Quarto Maria,05661,Italia,2024-12-12
496,Maura,Pinamonte,maura.pinamonte@virgilio.it,3979137876,Viale Francesco 950,Federica calabro,05712,Italia,2023-03-06
497,Carolina,Treccani,carolina.treccani@hotmail.it,9277885190,Piazza Canetta 424 Piano 2,Massimiliano veneto,85174,Italia,2024-01-16
498,Pier,Argurio,pier.argurio@libero.it,5212899151,Via Aurora 913 Appartamento 44,Settimo Aurora sardo,84160,Italia,2024-02-04
499,Tina,Pugliese,tina.pugliese@libero.it,4021190170,Via Zamorani 152,Settimo Imelda,07322,Italia,2025-09-02
500,Torquato,Giorgetti,torquato.giorgetti@gmail.com,8493783063,Via Pirandello 6 Piano 4,Settimo Simonetta,64970,Italia,2023-04-04
